"Activity, Exercise or Sport (1 hour)",130 lb,155 lb,180 lb,205 lb,Calories per kg
"Calisthenics, vigorous, pushups, situps…",471.37,562.72,654.13,745.92,1.51552711592418
"Calisthenics, vigorous, pushups, situps…",471.53,562.89,653.65,744.43,2.31136556328197
"Calisthenics, vigorous, pushups, situps…",471.98,562.66,653.92,744.47,1.95161996271926
"Calisthenics, vigorous, pushups, situps…",471.16,563.14,654.82,745.18,2.01769750968489
"Calisthenics, vigorous, pushups, situps…",472.11,563.52,654.55,744.72,2.64406185020372
"Calisthenics, vigorous, pushups, situps…",472.79,563.7,653.37,744.74,1.63064515924907
"Calisthenics, vigorous, pushups, situps…",472.67,563.93,654.46,744.47,2.46691980804856
"Calisthenics, vigorous, pushups, situps…",472.95,563.78,654.47,744.66,1.08019652522663
"Calisthenics, vigorous, pushups, situps…",472.76,563.19,654.89,745.44,0.81122087515714
"Calisthenics, vigorous, pushups, situps…",472.08,563.23,653.6,745.84,1.61832058047214
"Calisthenics, vigorous, pushups, situps…",472.08,563.35,654.42,744.02,1.52200357887522
"Calisthenics, vigorous, pushups, situps…",472.2,563.23,653.28,745.79,1.64729618909671
"Calisthenics, vigorous, pushups, situps…",472.46,563.92,653.6,745.4,2.10066783490173
"Calisthenics, vigorous, pushups, situps…",472.62,562.33,653.61,744.89,2.56769166003327
"Calisthenics, vigorous, pushups, situps…",472.32,562.42,653.75,744.7,2.44936152636169
"Calisthenics, vigorous, pushups, situps…",472.83,562.8,653.85,745.91,1.46568877812173
"Calisthenics, vigorous, pushups, situps…",471.58,562.54,654.68,744.4,0.69369105986459
"Calisthenics, vigorous, pushups, situps…",471.03,563.83,653.47,744.82,2.43227407073711
"Calisthenics, vigorous, pushups, situps…",472.88,562.56,653.1,744.36,2.43270853681775
"Calisthenics, vigorous, pushups, situps…",472.79,562.88,653.01,746.0,1.88377127322888
"Calisthenics, vigorous, pushups, situps…",471.5,563.25,653.66,745.85,0.89356921530652
"Calisthenics, vigorous, pushups, situps…",471.21,563.4,654.44,744.13,2.14983181563895
"Calisthenics, vigorous, pushups, situps…",471.17,562.23,653.8,744.93,0.7573978490743
"Calisthenics, vigorous, pushups, situps…",472.31,563.99,654.75,744.88,0.71763545740184
"Calisthenics, vigorous, pushups, situps…",472.69,562.96,654.62,744.34,1.91899065972951
"Calisthenics, vigorous, pushups, situps…",472.02,562.76,653.83,745.98,0.86455963438212
"Calisthenics, vigorous, pushups, situps…",471.88,562.72,653.72,744.17,0.72596040701612
"Calisthenics, vigorous, pushups, situps…",472.73,562.24,653.34,744.65,1.90239904789491
"Calisthenics, vigorous, pushups, situps…",471.62,562.97,654.63,745.0,0.90156539295156
"Calisthenics, vigorous, pushups, situps…",471.06,563.96,653.03,745.31,0.88351984458968
"Calisthenics, vigorous, pushups, situps…",472.9,563.26,653.11,745.41,2.49352865728899
"Calisthenics, vigorous, pushups, situps…",472.43,563.19,654.33,744.37,1.22374089362683
"Calisthenics, vigorous, pushups, situps…",471.54,562.35,654.03,745.95,2.0186206338145
"Calisthenics, vigorous, pushups, situps…",472.38,562.79,654.69,745.54,2.15510652765643
"Calisthenics, vigorous, pushups, situps…",471.0,562.11,653.26,745.12,1.46425540642938
"Calisthenics, vigorous, pushups, situps…",471.25,562.73,653.89,745.23,1.16607723752582
"Calisthenics, vigorous, pushups, situps…",471.98,563.81,653.5,744.02,0.79688851170526
"Calisthenics, vigorous, pushups, situps…",472.16,563.0,653.46,745.23,2.30246757432616
"Calisthenics, vigorous, pushups, situps…",472.55,562.15,654.18,745.51,0.67381260407748
"Calisthenics, vigorous, pushups, situps…",472.66,562.68,654.88,745.0,1.56035410809338
"Calisthenics, vigorous, pushups, situps…",471.67,563.89,654.64,744.91,2.53476457022608
"Calisthenics, vigorous, pushups, situps…",471.33,563.58,653.68,745.83,1.13581423274721
"Calisthenics, vigorous, pushups, situps…",471.11,563.31,653.7,744.66,2.64623705691508
"Calisthenics, vigorous, pushups, situps…",471.48,563.1,653.64,744.65,2.08696380466097
"Calisthenics, vigorous, pushups, situps…",471.44,562.08,654.28,744.24,0.81505252001367
"Calisthenics, vigorous, pushups, situps…",472.46,562.91,653.57,745.18,1.00979572689299
"Calisthenics, vigorous, pushups, situps…",471.6,563.38,653.51,744.35,1.51816421020088
"Calisthenics, vigorous, pushups, situps…",471.94,563.22,654.9,744.25,2.61483400560955
"Calisthenics, vigorous, pushups, situps…",471.99,563.78,654.72,745.34,1.15131087623669
"Calisthenics, vigorous, pushups, situps…",471.99,563.6,653.4,744.84,1.99011157588175
"Calisthenics, vigorous, pushups, situps…",472.98,562.31,653.8,745.54,1.14463771900148
"Calisthenics, vigorous, pushups, situps…",472.59,562.81,654.37,744.12,1.38499117796403
"Calisthenics, vigorous, pushups, situps…",472.61,562.61,653.03,744.16,1.88908404294111
"Calisthenics, vigorous, pushups, situps…",472.36,562.23,654.63,744.8,0.69415886634837
"Calisthenics, vigorous, pushups, situps…",471.8,563.95,653.68,744.1,2.63510867661518
"Calisthenics, vigorous, pushups, situps…",472.46,562.77,653.45,745.9,1.56150698326811
"Calisthenics, vigorous, pushups, situps…",471.96,562.17,654.11,744.17,1.40324528178496
"Calisthenics, vigorous, pushups, situps…",472.12,562.57,654.95,745.55,1.64695328512685
"Calisthenics, vigorous, pushups, situps…",472.36,562.04,653.14,745.75,2.40185820480835
"Calisthenics, vigorous, pushups, situps…",471.09,562.92,653.22,744.23,0.88090287245612
"Calisthenics, vigorous, pushups, situps…",472.09,562.49,654.61,745.09,1.47811340411047
"Calisthenics, vigorous, pushups, situps…",472.51,563.62,653.76,744.43,1.07330797937722
"Calisthenics, vigorous, pushups, situps…",471.03,563.75,653.06,745.16,2.5481540928683
"Calisthenics, vigorous, pushups, situps…",472.13,563.34,654.59,745.17,2.08563081251936
"Calisthenics, vigorous, pushups, situps…",472.32,562.95,653.77,744.5,0.85738835562684
"Calisthenics, vigorous, pushups, situps…",471.12,562.52,653.49,745.44,1.94405351845072
"Calisthenics, vigorous, pushups, situps…",472.33,562.66,653.7,744.78,1.49015907210452
"Calisthenics, vigorous, pushups, situps…",471.76,562.21,653.3,745.27,1.61659254171516
"Calisthenics, vigorous, pushups, situps…",472.32,563.73,654.87,745.89,2.07069371467856
"Calisthenics, vigorous, pushups, situps…",472.27,562.48,654.07,745.02,2.00228947629455
"Calisthenics, vigorous, pushups, situps…",471.71,563.82,654.44,744.06,2.27075572348297
"Calisthenics, vigorous, pushups, situps…",471.22,562.45,653.27,744.12,1.97030938437031
"Calisthenics, vigorous, pushups, situps…",471.4,563.83,654.55,744.58,0.84669261057431
"Calisthenics, vigorous, pushups, situps…",471.51,563.72,654.64,744.22,1.08893448717023
"Calisthenics, vigorous, pushups, situps…",471.1,562.06,655.0,744.86,2.17338675621842
"Calisthenics, vigorous, pushups, situps…",472.37,562.82,653.53,745.52,2.39537869283705
"Calisthenics, vigorous, pushups, situps…",472.29,562.68,653.42,745.19,0.88050411019706
"Calisthenics, vigorous, pushups, situps…",471.13,563.86,654.76,746.0,0.98443542612629
"Calisthenics, vigorous, pushups, situps…",472.93,563.36,653.55,744.48,1.79202629080553
"Calisthenics, vigorous, pushups, situps…",471.94,563.49,654.31,745.16,0.83713724420446
"Calisthenics, vigorous, pushups, situps…",471.14,562.9,653.59,744.32,2.29594808370961
"Calisthenics, vigorous, pushups, situps…",472.82,562.04,654.31,744.08,1.4354547464014
"Calisthenics, vigorous, pushups, situps…",471.79,564.0,654.91,744.54,2.07582440163908
"Calisthenics, vigorous, pushups, situps…",472.17,562.17,654.77,744.17,1.20535428288072
"Calisthenics, vigorous, pushups, situps…",472.91,562.07,654.43,744.86,1.16236898531138
"Calisthenics, light",207.0,246.0,286.0,326.0,0.721008179104478
"Calisthenics, light",207.98,246.93,285.69,326.45,0.55872991965242
"Calisthenics, light",206.33,246.27,286.46,326.95,0.3317254923459
"Calisthenics, light",206.41,246.28,285.25,326.95,0.35439554291777
"Calisthenics, light",207.76,246.11,286.99,325.25,0.96128021656267
"Calisthenics, light",206.09,245.14,285.94,325.46,0.8704163770752
"Calisthenics, light",206.43,245.41,285.32,325.84,0.66005338276978
"Calisthenics, light",206.01,246.9,286.9,326.98,1.49578345246017
"Calisthenics, light",207.41,246.3,285.94,325.76,0.4917248637674
"Calisthenics, light",206.5,245.85,285.4,326.51,-0.04667381437564
"Calisthenics, light",207.23,245.88,286.16,325.22,0.81908410826398
"Calisthenics, light",207.54,245.27,286.96,326.32,1.65355478066826
"Calisthenics, light",207.46,246.63,286.07,325.55,0.4891778910298
"Calisthenics, light",206.89,246.1,285.95,325.08,1.23722244897715
"Calisthenics, light",206.55,246.09,286.92,325.43,0.52570958470339
"Calisthenics, light",206.34,245.7,286.9,326.26,0.1795775398551
"Calisthenics, light",206.2,246.39,286.05,325.81,-0.07378866441198
"Calisthenics, light",207.55,245.33,286.81,325.91,1.15629025927447
"Calisthenics, light",206.73,246.95,286.97,325.51,-0.13901343949359
"Calisthenics, light",206.25,245.91,285.7,325.94,-0.06304399929426
"Calisthenics, light",206.73,245.8,285.17,325.53,1.29022817270213
"Calisthenics, light",207.38,246.38,286.34,326.91,0.85318290838324
"Calisthenics, light",206.25,246.17,285.52,325.36,0.01104406391476
"Calisthenics, light",207.68,245.3,285.12,325.36,0.32179687752312
"Calisthenics, light",206.89,246.52,285.68,326.33,0.37873795570269
"Calisthenics, light",207.18,246.2,286.31,325.55,0.68931832437925
"Calisthenics, light",206.14,246.31,286.83,325.79,1.35510394267759
"Calisthenics, light",206.61,245.42,286.67,325.71,1.31598739072529
"Calisthenics, light",207.38,245.47,286.5,326.47,0.41592911842622
"Calisthenics, light",207.46,245.46,286.06,325.32,-0.26065012516437
"Calisthenics, light",207.23,246.22,285.62,325.63,0.8174945118804
"Calisthenics, light",207.63,245.36,286.73,326.48,0.81274666710756
"Calisthenics, light",207.52,245.1,285.14,326.9,0.15712823513362
"Calisthenics, light",206.62,246.1,285.07,326.66,1.65497471159337
"Calisthenics, light",206.42,245.97,286.67,326.75,1.04794931819793
"Calisthenics, light",206.71,246.11,286.46,325.74,0.2183328246251
"Calisthenics, light",206.74,246.22,285.48,326.8,1.22434277270006
"Calisthenics, light",207.88,246.24,285.56,326.6,0.10236173193408
"Calisthenics, light",206.57,245.73,285.56,326.9,1.33560047244638
"Calisthenics, light",206.42,246.44,286.96,326.9,0.13105215742849
"Calisthenics, light",206.51,246.98,285.9,326.45,0.95701146929694
"Calisthenics, light",206.98,246.91,285.33,326.56,1.32626517958557
"Calisthenics, light",206.14,245.34,285.86,326.58,1.20989231283975
"Calisthenics, light",206.51,245.13,285.67,325.21,1.35419938790991
"Calisthenics, light",206.8,245.77,285.9,326.94,0.08240848417709
"Calisthenics, light",206.28,245.53,285.35,326.66,0.6164750263591
"Calisthenics, light",206.53,245.48,285.98,325.3,0.9463041570213
"Calisthenics, light",206.07,245.39,286.75,325.07,1.48549289973144
"Calisthenics, light",206.51,246.05,286.84,325.64,0.28359822761015
"Calisthenics, light",206.12,246.1,286.17,326.87,1.20288903057145
"Calisthenics, light",207.84,246.7,286.34,326.15,1.07319411521147
"Calisthenics, light",206.45,245.17,286.45,326.42,0.82962463055579
"Calisthenics, light",207.02,246.5,286.85,325.19,1.48530494581143
"Calisthenics, light",207.67,245.37,286.06,326.1,1.66950571420434
"Calisthenics, light",207.9,246.61,285.07,325.45,1.47797564046633
"Calisthenics, light",206.51,245.09,285.62,326.78,1.62599844979398
"Calisthenics, light",206.17,245.56,286.25,325.21,0.52931850323911
"Calisthenics, light",206.52,246.74,286.5,325.76,1.3520237452091
"Calisthenics, light",206.3,245.22,286.98,326.76,-0.15854747229344
"Calisthenics, light",206.76,245.27,285.51,326.47,0.23598626118312
"Calisthenics, light",206.14,245.41,286.51,326.54,0.80002717966797
"Calisthenics, light",206.88,245.33,286.05,326.82,0.18682518424059
"Calisthenics, light",207.55,246.91,285.84,325.76,1.49921590177198
"Calisthenics, light",206.69,246.79,285.33,326.8,0.98410483174919
"Calisthenics, light",207.91,246.89,285.12,325.36,1.66071307153243
"Calisthenics, light",207.94,246.89,286.74,325.45,0.91106411022572
"Calisthenics, light",207.24,246.13,286.76,325.94,0.09030129342895
"Calisthenics, light",207.47,246.86,285.53,325.49,0.40231775576762
"Calisthenics, light",206.03,245.45,285.05,326.33,0.34060960118847
"Calisthenics, light",207.65,246.52,285.26,325.87,0.70452784788241
"Calisthenics, light",207.98,245.79,285.81,325.11,1.01018496361304
"Calisthenics, light",207.93,245.82,286.83,325.46,0.27892406730733
"Calisthenics, light",206.58,245.06,285.0,325.8,0.29653616454724
"Calisthenics, light",207.74,245.3,286.21,326.07,1.24307035295113
"Calisthenics, light",206.72,246.61,286.96,325.98,0.3620062165866
"Calisthenics, light",206.21,245.19,285.81,325.99,-0.18616873051547
"Calisthenics, light",206.44,246.16,286.87,326.09,0.27195201145731
"Calisthenics, light",206.94,245.31,286.58,326.5,1.69881509810217
"Calisthenics, light",206.21,246.57,285.14,326.14,0.52984069570038
"Calisthenics, light",206.87,246.26,286.29,326.02,-0.18249584084711
"Calisthenics, light",207.11,246.72,286.07,326.79,-0.25170371672152
"Calisthenics, light",207.43,246.69,286.6,326.46,-0.04202449810399
"Calisthenics, light",206.96,246.25,286.18,326.32,0.08471489782493
"Calisthenics, light",207.32,245.3,285.6,325.77,0.02166348441014
"Calisthenics, light",206.33,246.08,286.45,325.92,1.29871865530286
"Calisthenics, light",207.66,246.11,286.13,326.38,0.65532508883734
"Calisthenics, light",206.16,246.08,285.53,326.65,0.87482952429925
"Calisthenics, light",207.46,246.73,286.73,325.49,0.2298779181293
"Calisthenics, light",207.55,246.58,285.17,325.59,0.76254461948368
"Calisthenics, light",206.31,245.57,285.06,325.94,1.55139525055079
"Calisthenics, light",206.75,245.36,285.69,325.96,1.11624330429891
"Calisthenics, light",207.09,246.65,285.81,326.84,0.90807276569772
"Calisthenics, light",206.42,245.72,286.62,326.44,1.00249700128606
"Calisthenics, light",206.82,246.01,286.28,325.57,1.35093407081431
"Calisthenics, light",207.98,246.13,285.03,325.47,0.62627011181714
"Calisthenics, light",206.55,246.0,285.99,325.52,1.57570540067041
"Calisthenics, light",206.69,245.08,286.3,325.91,0.28823136604511
"Calisthenics, light",207.94,246.83,285.3,326.24,1.69871203001114
"Calisthenics, light",207.27,245.71,285.75,326.02,-0.23773068830582
"Calisthenics, light",207.67,245.5,286.91,325.93,0.48037061713257
"Calisthenics, light",207.46,245.21,285.29,326.11,0.61978080415789
"Calisthenics, light",207.55,246.83,286.94,325.46,0.43006408578675
"Calisthenics, light",207.58,246.59,286.24,326.66,1.23303116838942
"Calisthenics, light",206.15,245.77,285.52,325.19,0.6924486913994
"Calisthenics, light",207.88,245.29,285.24,325.56,1.58772773390001
"Calisthenics, light",207.19,245.43,286.81,326.23,1.23947540874309
"Calisthenics, light",207.89,245.93,286.6,325.67,1.11503748758584
"Calisthenics, light",207.14,246.94,286.94,326.15,1.48189313350892
"Calisthenics, light",207.9,245.81,286.88,326.33,0.63647648437851
"Calisthenics, light",206.47,246.86,285.67,326.15,-0.13137044021954
"Calisthenics, light",207.26,246.31,286.19,325.74,-0.25061420042135
"Calisthenics, light",206.57,245.8,286.08,325.54,1.3120176005234
"Calisthenics, light",207.82,246.01,285.36,326.09,1.32135566701161
"Calisthenics, light",206.95,246.22,286.34,325.66,1.30724708343394
"Calisthenics, light",206.03,246.87,285.11,326.71,0.77959031409114
"Calisthenics, light",206.87,246.58,286.18,326.35,1.65458361093974
"Calisthenics, light",207.69,245.2,286.86,325.01,1.58317666904083
"Calisthenics, light",207.78,246.1,285.5,325.47,0.80607586434842
"Calisthenics, light",206.61,245.77,286.68,325.63,0.97732048509601
"Calisthenics, light",207.45,246.81,286.8,325.89,1.17028181999954
"Calisthenics, light",207.95,246.88,286.2,326.41,1.62643385902485
"Calisthenics, light",206.26,246.37,286.41,325.21,1.53224723837555
"Calisthenics, light",206.61,245.11,285.52,325.66,0.80287518088129
"Calisthenics, light",207.36,246.61,285.92,326.7,1.62364842580489
"Calisthenics, light",207.15,246.81,286.43,326.91,0.58457702403812
"Calisthenics, light",207.19,246.89,285.39,325.46,0.41702972617013
"Calisthenics, light",206.46,246.1,286.07,326.38,0.45783393805725
"Calisthenics, light",207.37,245.31,285.54,325.29,0.81183719047139
"Calisthenics, light",207.55,246.92,286.09,326.25,-0.0453778273345
"Calisthenics, light",207.74,245.71,286.14,326.19,1.35628221075237
"Calisthenics, light",206.83,245.04,285.2,326.52,0.39716616715493
"Calisthenics, light",207.35,245.13,285.27,326.71,-0.01681702568425
"Calisthenics, light",207.68,246.33,286.74,325.93,1.42831740191903
"Calisthenics, light",207.45,245.53,285.08,325.43,-0.13932245099352
"Calisthenics, light",206.36,246.9,286.37,326.56,0.14756328488508
"Calisthenics, light",206.11,245.38,286.01,326.14,1.65998908619249
"Calisthenics, light",207.72,246.92,285.18,325.44,-0.17655425887062
"Calisthenics, light",207.94,245.72,286.53,326.53,1.49760015081958
"Calisthenics, light",206.09,245.83,286.55,325.69,0.30934302474405
"Calisthenics, light",207.14,245.16,285.88,326.4,0.62957922543682
"Calisthenics, light",206.4,245.34,286.03,326.18,1.04033112495726
"Calisthenics, light",206.03,245.34,286.92,326.34,1.69616708215631
"Calisthenics, light",207.74,245.06,285.28,326.39,0.31711734811302
"Calisthenics, light",207.64,245.78,286.32,326.14,0.29354080815578
"Calisthenics, light",207.09,245.5,285.92,326.75,0.42313320125626
